Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
DEU;BEL011101959;;IMP;2017-10-18;2018-01-15;FED10;FED10;OSTWIND;0301;DGDM2;Y;Y;N;;;;FX;TBB;NK;;;;;18.00;16.20;34.00;0.00;0.00;221.00;0.00;2;1989-01-01;MFL;NLD;;PA;1959-01-01
DEU;BEL011101959;;MOD;2018-01-16;2100-12-31;FED10;FED10;OSTWIND;0301;DGDM2;Y;Y;N;Y;Y;;FX;TBB;NK;;;;;18.00;16.20;34.00;0.00;0.00;221.00;0.00;2;1989-01-01;MFL;;;;1959-01-01
DEU;DEU000010300;;CEN;1990-01-01;1991-12-31;NC302;NC302;ANDREA;0301;DEPA;Y;Y;N;;;;FX;OTB;OTM;;;;;24.78;22.00;100.00;83.91;0.00;379.00;0.00;;1969-01-17;4;;;;
DEU;DEU000010300;;MOD;1992-01-01;1993-12-31;NC302;NC302;ANDREA;0301;DEPA;Y;Y;N;;;;FX;OTB;OTM;;;;;24.78;22.00;100.00;83.91;0.00;379.00;0.00;;1969-01-17;G16;;;;
DEU;DEU000010300;;MOD;1994-01-01;1994-10-24;NC302;NC302;ANDREA;0301;DEPA;Y;Y;N;;;;FX;OTB;OTM;;;;;24.78;22.00;100.00;83.91;0.00;379.00;0.00;;1969-01-17;G16;;;;
DEU;DEU000010300;;MOD;1994-10-25;1994-12-29;NC302;NC302;ANDREA;0301;DEPA;Y;Y;N;;;;FX;OTB;OTM;;;;;24.78;22.00;100.00;83.91;0.00;379.00;0.00;;1969-01-17;G16;;;;
DEU;DEU000010300;;MOD;1994-12-30;1996-12-03;NC302;NC302;ANDREA;0301;DEPA;Y;Y;N;;;;FX;OTB;OTM;;;;;24.78;23.27;100.00;83.91;0.00;421.00;0.00;;1969-01-17;G16;;;;
DEU;DEU000010300;;MOD;1996-12-04;1996-12-31;NC302;NC302;ANDREA;0301;DFPA;Y;Y;N;;;;FX;OTB;OTM;;;;;24.78;23.27;100.00;83.91;0.00;421.00;0.00;;1969-01-17;G16;;;;
DEU;DEU000010300;;MOD;1997-01-01;1997-09-09;NC302;NC302;ANDREA;0301;DFPA;Y;Y;N;;;;FX;OTB;OTM;;;;;24.78;23.27;100.00;83.91;0.00;421.00;0.00;;1969-01-17;4C3;;;;
DEU;DEU000010300;;MOD;1997-09-10;2000-04-04;NC302;NC302;ANDREA;0301;DFPA;Y;Y;N;;;;FX;OTB;OTM;;;;;24.81;22.21;100.00;83.91;0.00;421.00;0.00;;1969-01-17;4C3;;;;
DEU;DEU000010400;;CEN;1990-01-01;1990-05-30;BX740;BX740;JUWEL;0402;DENU;Y;Y;N;;;;FX;OTB;OTM;;;;;25.96;23.10;170.00;100.22;0.00;423.00;0.00;;1973-01-20;4;;;;
DEU;DEU000010400;;MOD;1990-05-31;1991-12-31;HF574;HF574;JUWEL;0501;DENU;Y;Y;N;;;;FX;LLS;OTM;;;;;26.05;23.00;170.00;100.22;0.00;423.00;0.00;;1973-01-20;4;;;;
DEU;DEU000010400;;MOD;1992-01-01;1993-06-19;HF574;HF574;JUWEL;0501;DENU;Y;Y;N;;;;FX;LLS;OTM;;;;;26.05;23.00;170.00;100.22;0.00;423.00;0.00;;1973-01-20;G21;;;;
DEU;DEU000010400;;MOD;1993-06-20;1993-12-31;HF574;HF574;JUWEL;0501;DENU;Y;Y;N;;;;FX;LLS;OTM;;;;;26.05;23.00;170.00;128.76;0.00;423.00;0.00;;1973-01-20;G21;;;;
DEU;DEU000010400;;MOD;1994-01-01;1996-12-28;HF574;HF574;JUWEL;0501;DENU;Y;Y;N;;;;FX;LLS;OTM;;;;;26.05;23.00;170.00;128.76;0.00;423.00;0.00;;1973-01-20;G21;;;;
DEU;DEU000010500;;CEN;1990-01-01;1991-12-31;HF348;HF348;ERNA BECKER;0501;DECB;Y;Y;N;;;;FX;GNS;TBB;;;;;15.10;13.59;0.00;12.88;0.00;88.00;0.00;;1892-12-01;4;;;;
DEU;DEU000010500;;MOD;1992-01-01;1992-09-25;HF348;HF348;ERNA BECKER;0501;DECB;Y;Y;N;;;;FX;GNS;TBB;;;;;15.10;13.59;0.00;12.88;0.00;88.00;0.00;;1892-12-01;C12;;;;
DEU;DEU000010601;;IMP;1990-10-03;1991-12-30;ROS304;ROS304;ERICH WEINERT;0601;Y4BE;Y;Y;N;;;;FX;OTB;OTM;;;;;85.78;81.50;0.00;2431.63;0.00;1692.00;1176.00;;1962-08-30;1;;;;
