Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
ESP;ESP000000125;8799762;MOD;2019-01-24;2100-12-31;3BI-2-2739;3BI-2-2739;IZAR ALDE;ESACE;EHND;Y;Y;Y;Y;Y;224099320;FX;LHP;NK;;;;;34.20;29.30;175.00;142.25;0.00;588.40;104.44;1;1978-10-31;CA3;;;PA;1978-01-01
ESP;ESP000000141;;MOD;2017-11-03;2100-12-31;3BI-2-2797;3BI-2-2797;LAYUNO ZALLO;ESPUC;EA4876;Y;Y;Y;Y;Y;224081290;FX;LHP;NK;;;;;18.64;15.40;37.32;37.31;5.32;125.03;33.10;1;1983-07-01;CA2;;;PA;1982-01-01
ESP;ESP000000265;;MOD;2012-11-27;2100-12-31;3FE-1-1837;3FE-1-1837;SIEMPRE FORTUNA;ESBRL;;N;Y;N;N;Y;224360620;FX;GNS;GTR;;;;;9.76;0.00;3.44;5.50;0.00;44.13;0.00;1;1977-02-17;MFL;;;PA;1977-01-01
ESP;ESP000000279;7053214;MOD;2013-08-06;2100-12-31;3GI-4-1838;3GI-4-1838;NUEVO EBENEZER;ESBRL;EFKE;Y;Y;Y;Y;Y;224024000;FX;LLS;GNS;;;;;28.15;26.01;238.00;186.70;59.00;485.43;89.73;2;1970-10-17;MFL;;;PA;1970-01-01
ESP;ESP000000334;;MOD;2016-05-16;2021-06-28;3FE-2-2910;3FE-2-2910;GONRUBEN;21220;;N;Y;N;N;Y;224348690;FX;GNS;GTR;;;;;8.55;0.00;3.05;4.82;0.00;17.65;0.00;1;1960-05-10;MFL;;;;1960-01-01
ESP;ESP000000348;8335009;MOD;2008-12-10;2100-12-31;3TA-3-2699;3TA-3-2699;MADOBE;ESTAR;EA6395;Y;Y;Y;Y;Y;224252450;FX;OTB;NK;;;;;28.00;0.00;112.00;98.76;0.00;563.39;7.35;2;1981-08-28;MFL;;;PA;1978-01-01
ESP;ESP000000368;2824694;MOD;2005-03-15;2100-12-31;3TA-3-2674;3TA-3-2674;F.PONS;ESTAR;EA2828;Y;Y;Y;Y;Y;224012840;FX;OTB;NK;;;;;26.00;0.00;82.79;93.83;0.00;445.71;11.03;2;1976-11-22;MFL;;;PA;1976-01-01
ESP;ESP000000371;2840818;MOD;2005-03-11;2100-12-31;3TA-3-2675;3TA-3-2675;MARIA FERRE DOS;ESTAR;EA5924;Y;Y;Y;Y;Y;224012860;FX;OTB;NK;;;;;28.00;0.00;96.97;98.76;0.00;514.85;5.88;2;1984-01-18;MFL;;;PA;1978-01-01
ESP;ESP000000377;;MOD;2003-01-01;2100-12-31;3TA-3-2407;3TA-3-2407;PACHINANDO;ESVLG;EA3283;Y;Y;Y;Y;Y;224011130;FX;PS;NK;;;;;17.78;14.25;22.89;28.53;0.00;294.20;11.03;2;1969-05-03;MFL;;;PA;1969-01-01
ESP;ESP000000379;2817677;MOD;2005-07-01;2100-12-31;3TA-3-2655;3TA-3-2655;CHIMO;ESTAR;EA6298;Y;Y;Y;Y;Y;224279670;FX;PS;NK;;;;;15.70;0.00;30.88;37.09;0.00;210.35;4.41;2;1977-03-31;MFL;;;PA;1975-01-01
ESP;ESP000000384;2821654;MOD;2019-02-11;2100-12-31;3TA-3-2558;3TA-3-2558;KIL PETIT;ESCBL;EA5898;Y;Y;Y;Y;Y;224102950;FX;PS;NK;;;;;16.40;0.00;30.01;32.29;0.00;202.26;6.62;1;1975-11-12;MFL;;;PA;1972-01-01
ESP;ESP000000414;2829486;MOD;2014-12-05;2100-12-31;3TA-3-2485;3TA-3-2485;HERMANOS BRULL VILA;ESKLL;EA8456;Y;Y;Y;Y;Y;224016630;FX;PS;NK;;;;;20.00;0.00;34.93;47.94;0.00;294.20;13.24;2;1972-04-06;MFL;;;PA;1971-01-01
ESP;ESP000000421;;MOD;2007-12-12;2100-12-31;3TA-3-2091;3TA-3-2091;AVANZA;ESPAL;EA3698;Y;Y;Y;Y;Y;224087460;FX;OTB;NK;;;;;15.10;13.50;18.77;22.02;0.00;47.81;0.00;1;1950-11-10;MFL;;;PA;1948-01-01
ESP;ESP000000424;2811922;MOD;2019-09-30;2100-12-31;3BA-2-3846;3BA-2-3846;BELL HORITZO;ESKLL;EA2542;Y;Y;Y;Y;Y;224087540;FX;OTB;NK;;;;;23.42;20.16;67.38;72.19;0.00;367.00;13.24;1;1980-09-22;MFL;;;PA;1977-01-01
ESP;ESP000000428;2818047;MOD;2003-03-03;2100-12-31;3BA-2-3850;3BA-2-3850;CIROAG;ESKLL;EA2529;Y;Y;Y;Y;Y;224083790;FX;OTB;NK;;;;;21.30;18.71;53.90;46.22;0.00;316.26;7.35;1;1980-09-19;MFL;;;PA;1977-01-01
ESP;ESP000000453;;MOD;2003-06-16;2021-06-15;3TA-2-1263;3TA-2-1263;HERMANOS SALISFREDO;61200;;N;Y;N;N;Y;224233880;FX;GNS;GTR;;;;;10.88;0.00;4.24;6.07;0.00;51.48;0.00;1;1980-10-13;MFL;;;;1979-01-01
ESP;ESP000000457;;MOD;2016-02-18;2100-12-31;3TA-2-1027;3TA-2-1027;LOS BICHOS;ESKLL;;N;Y;N;N;Y;224355420;FX;GNS;GTR;;;;;9.65;0.00;4.84;4.17;0.00;33.83;0.00;1;1964-06-18;MFL;;;PA;1962-01-01
ESP;ESP000000459;;MOD;2020-11-04;2100-12-31;3TA-2-1111;3TA-2-1111;MARIA;ESKLL;;N;Y;N;N;Y;224355380;FX;GNS;GTR;;;;;10.12;0.00;6.48;4.63;0.00;36.77;0.00;1;1969-09-09;MFL;;;PA;1968-01-01
