Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
POL;DEU001280602;;IMP;2014-04-08;2100-12-31;PL02280;KOŁ-288;No name;0225;SPS3130;Y;Y;Y;Y;N;;FX;OTB;PTM;GNS;LLD;OTM;LLS;12.01;10.10;31.48;0.00;0.00;110.00;0.00;2;2001-12-18;MFL;DEU;;PA;2001-01-01
POL;DEU002120300;9048902;MOD;2020-01-24;2021-10-12;PL02309;GDY-58;POLONUS;0352;SNLE;Y;Y;Y;Y;Y;261536000;TTP;OTB;PTB;OTP;OTM;PT;TBS;80.35;73.65;2348.00;0.00;0.00;3000.00;536.00;2;1992-12-31;MFL;;;;1992-01-01
POL;DEU300540207;;MOD;2015-09-16;2100-12-31;PL01995;WŁA-44;No name;0345;SPG2761;Y;Y;N;N;N;;FX;GNS;FPO;LLS;LLD;;;10.52;9.55;9.48;0.00;0.00;50.00;0.00;3;1983-05-20;MFL;;;;1982-01-01
POL;DNK000011127;;IMP;2020-05-21;2021-12-01;PL02324;JAS-136;No name;0338;SPG3942;Y;Y;N;N;N;;FX;GNS;LLD;LLS;FPO;;;7.99;7.16;2.06;0.00;0.00;29.30;0.00;3;1973-01-01;MFL;DNK;;PA;1973-01-01
POL;DNK000012227;;MOD;2017-05-18;2100-12-31;PL02144;JAS-79;No name;0338;SPG3293;Y;Y;Y;Y;N;;FX;OTB;LLD;PTB;LLS;GNS;PTM;13.56;12.28;20.38;0.00;0.00;121.00;0.00;1;1960-07-01;MFL;;;;1960-01-01
POL;DNK000012260;;MOD;2020-04-23;2100-12-31;PL02114;NIE-21;No name;0122;SPS2764;Y;Y;N;N;N;;GO;GNS;LLS;FPO;LLD;;;8.26;7.45;4.11;0.00;0.00;32.50;0.00;3;1987-10-15;MFL;;;;1977-01-01
POL;DNK000013165;;MOD;2020-07-16;2100-12-31;PL02314;DAR-348;No name;0232;SPS3574;Y;Y;N;N;Y;261038790;WO;GNS;FPO;LLD;LLS;LHP;LHM;8.88;7.64;3.80;0.00;0.00;63.00;0.00;3;1986-01-01;MFL;;;;1985-01-01
POL;DNK000013667;;IMP;2017-10-09;2100-12-31;PL02311;WŁA-187;WŁA-187 AUGUSTYN;0345;SPG4557;Y;Y;Y;Y;Y;261036610;FX;OTM;OTB;GNS;;;;19.09;16.19;61.00;0.00;0.00;294.00;21.51;2;1982-12-01;MFL;DNK;;PA;1982-01-01
POL;DNK000013985;;MOD;2019-05-06;2100-12-31;PL02051;ŚWI-24;No name;0118;SPS2662;Y;Y;Y;Y;Y;261013080;TSW;OTB;OTM;LLS;PTM;FPO;GNS;13.90;12.69;23.98;0.00;0.00;169.00;0.00;1;1961-09-19;MFL;;;;1961-01-01
POL;IRL000I13000;9204556;IMP;2018-09-27;2100-12-31;PL02315;GDY-151;ANNELIES ILENA;PLGDY;SPG4839;Y;Y;Y;Y;Y;261084090;TT;OTM;PTM;;;;;144.60;134.30;14055.00;0.00;0.00;14400.00;6720.00;2;2000-08-17;MFL;NLD;;PA;1999-01-01
